year,Aeropuerto_Origen,Aeropuerto_Destino,Pasajeros,Pasajeros_Km,Pasajeros2,Pasajeros_Km2,Textbox108,Textbox109,Textbox110,Textbox111
2024,SLM : Salamanca,SLM : Salamanca,,,7.114,"6.106.940,23",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,SPC : Palma (La),,,7.114,"6.106.940,23",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,SVQ : Sevilla,7,"3.412,83",7.114,"6.106.940,23",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,TFN : Tenerife-Norte,,,7.114,"6.106.940,23",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,TFS : Tenerife-Sur,,,7.114,"6.106.940,23",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,TOJ : Madrid-Torrejón,,,7.114,"6.106.940,23",0,"0,00",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,VDE : Hierro (El),,,7.114,"6.106.940,23",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,VGO : Vigo,44,"17.141,86",7.114,"6.106.940,23",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,VIT : Vitoria,,,7.114,"6.106.940,23",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,VLC : Valencia,693,"381.865,61",7.114,"6.106.940,23",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,VLL : Valladolid,,,7.114,"6.106.940,23",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,XRY : Jerez de la Frontera,2,"1.128,99",7.114,"6.106.940,23",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,SLM : Salamanca,ZAZ : Zaragoza,,,7.114,"6.106.940,23",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),ABC : Albacete,,,631.582,"359.592.755,47",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),ACE : Lanzarote,8.575,"4.386.886,58",631.582,"359.592.755,47",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),AEI : Algeciras,,,631.582,"359.592.755,47",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),AGP : Málaga,1,"1.611,83",631.582,"359.592.755,47",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),ALC : Alicante,,,631.582,"359.592.755,47",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),BCN : Barcelona-El Prat,9.578,"22.647.399,71",631.582,"359.592.755,47",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),BIO : Bilbao,651,"1.417.739,89",631.582,"359.592.755,47",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),BJZ : Badajoz,,,631.582,"359.592.755,47",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),EAS : San Sebastián,,,631.582,"359.592.755,47",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),FUE : Fuerteventura,2.509,"1.218.144,89",631.582,"359.592.755,47",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),GMZ : Gomera (La),,,631.582,"359.592.755,47",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),GRO : Girona,,,631.582,"359.592.755,47",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),GRX : Granada,,,631.582,"359.592.755,47",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),HSK : Huesca,,,631.582,"359.592.755,47",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),IBZ : Ibiza,,,631.582,"359.592.755,47",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),JCU : Ceuta,,,631.582,"359.592.755,47",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),LCG : Coruña (A),1,"1.911,81",631.582,"359.592.755,47",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),LEI : Almería,,,631.582,"359.592.755,47",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),LEN : León,,,631.582,"359.592.755,47",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),LPA : Gran Canaria,118.730,"42.970.304,28",631.582,"359.592.755,47",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),MAD : Madrid-Barajas,96.724,"186.129.123,14",631.582,"359.592.755,47",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),MAH : Menorca,,,631.582,"359.592.755,47",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),MCV : Madrid-Cuatro Vientos,,,631.582,"359.592.755,47",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),MJV : Murcia,,,631.582,"359.592.755,47",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),MLN : Melilla,,,631.582,"359.592.755,47",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),ODB : Córdoba,,,631.582,"359.592.755,47",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),OVD : Asturias,,,631.582,"359.592.755,47",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),PMI : Palma de Mallorca,,,631.582,"359.592.755,47",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),PNA : Pamplona,3,"6.688,42",631.582,"359.592.755,47",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),QSA : Sabadell,,,631.582,"359.592.755,47",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),REU : Reus,,,631.582,"359.592.755,47",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),RGS : Burgos,,,631.582,"359.592.755,47",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),RJL : Logroño,,,631.582,"359.592.755,47",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),RMU : Región de Murcia,,,631.582,"359.592.755,47",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),SBO : Son Bonet,,,631.582,"359.592.755,47",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),SCQ : Santiago,,,631.582,"359.592.755,47",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),SDR : Santander,,,631.582,"359.592.755,47",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),SLM : Salamanca,,,631.582,"359.592.755,47",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),SPC : Palma (La),,,631.582,"359.592.755,47",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),SVQ : Sevilla,1,"1.556,17",631.582,"359.592.755,47",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),TFN : Tenerife-Norte,369.597,"93.353.227,39",631.582,"359.592.755,47",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),TFS : Tenerife-Sur,24.639,"6.271.082,55",631.582,"359.592.755,47",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),TOJ : Madrid-Torrejón,,,631.582,"359.592.755,47",0,"0,00",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),VDE : Hierro (El),1,"215,35",631.582,"359.592.755,47",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),VGO : Vigo,,,631.582,"359.592.755,47",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),VIT : Vitoria,,,631.582,"359.592.755,47",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),VLC : Valencia,572,"1.186.863,48",631.582,"359.592.755,47",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),VLL : Valladolid,,,631.582,"359.592.755,47",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),XRY : Jerez de la Frontera,,,631.582,"359.592.755,47",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,SPC : Palma (La),ZAZ : Zaragoza,,,631.582,"359.592.755,47",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,ABC : Albacete,3,"1.456,91",2.237.032,"2.034.647.455,86",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,ACE : Lanzarote,64.281,"82.137.842,73",2.237.032,"2.034.647.455,86",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,AEI : Algeciras,,,2.237.032,"2.034.647.455,86",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,AGP : Málaga,26,"6.384,02",2.237.032,"2.034.647.455,86",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,ALC : Alicante,62.934,"41.904.871,87",2.237.032,"2.034.647.455,86",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,BCN : Barcelona-El Prat,559.985,"506.121.322,60",2.237.032,"2.034.647.455,86",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,BIO : Bilbao,176.432,"140.096.043,86",2.237.032,"2.034.647.455,86",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,BJZ : Badajoz,,,2.237.032,"2.034.647.455,86",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,EAS : San Sebastián,12.494,"10.472.899,29",2.237.032,"2.034.647.455,86",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,FUE : Fuerteventura,39.708,"52.969.478,10",2.237.032,"2.034.647.455,86",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,GMZ : Gomera (La),,,2.237.032,"2.034.647.455,86",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,GRO : Girona,280,"277.616,53",2.237.032,"2.034.647.455,86",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,GRX : Granada,5,"1.497,93",2.237.032,"2.034.647.455,86",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,HSK : Huesca,,,2.237.032,"2.034.647.455,86",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,IBZ : Ibiza,68.321,"51.110.685,13",2.237.032,"2.034.647.455,86",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,JCU : Ceuta,,,2.237.032,"2.034.647.455,86",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,LCG : Coruña (A),61,"48.006,60",2.237.032,"2.034.647.455,86",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,LEI : Almería,16.004,"6.526.647,70",2.237.032,"2.034.647.455,86",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,LEN : León,,,2.237.032,"2.034.647.455,86",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,LPA : Gran Canaria,141.801,"208.755.493,25",2.237.032,"2.034.647.455,86",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,MAD : Madrid-Barajas,208.676,"101.792.542,60",2.237.032,"2.034.647.455,86",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,MAH : Menorca,18.922,"19.221.982,19",2.237.032,"2.034.647.455,86",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,MCV : Madrid-Cuatro Vientos,16,"7.507,16",2.237.032,"2.034.647.455,86",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,MJV : Murcia,,,2.237.032,"2.034.647.455,86",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,MLN : Melilla,10.359,"4.672.148,98",2.237.032,"2.034.647.455,86",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,ODB : Córdoba,,,2.237.032,"2.034.647.455,86",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,OVD : Asturias,51.341,"39.110.274,61",2.237.032,"2.034.647.455,86",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,PMI : Palma de Mallorca,263.128,"231.943.974,36",2.237.032,"2.034.647.455,86",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,PNA : Pamplona,356,"280.982,64",2.237.032,"2.034.647.455,86",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,QSA : Sabadell,,,2.237.032,"2.034.647.455,86",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,REU : Reus,,,2.237.032,"2.034.647.455,86",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,RGS : Burgos,4,"2.703,52",2.237.032,"2.034.647.455,86",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,RJL : Logroño,,,2.237.032,"2.034.647.455,86",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,RMU : Región de Murcia,24,"12.423,93",2.237.032,"2.034.647.455,86",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,SBO : Son Bonet,,,2.237.032,"2.034.647.455,86",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,SCQ : Santiago,141.058,"103.794.378,29",2.237.032,"2.034.647.455,86",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,SDR : Santander,22.588,"17.721.880,26",2.237.032,"2.034.647.455,86",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,SLM : Salamanca,,,2.237.032,"2.034.647.455,86",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,SPC : Palma (La),,,2.237.032,"2.034.647.455,86",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,SVQ : Sevilla,,,2.237.032,"2.034.647.455,86",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,TFN : Tenerife-Norte,171.719,"254.695.367,27",2.237.032,"2.034.647.455,86",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,TFS : Tenerife-Sur,32.272,"49.558.289,95",2.237.032,"2.034.647.455,86",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,TOJ : Madrid-Torrejón,,,2.237.032,"2.034.647.455,86",0,"0,00",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,VDE : Hierro (El),,,2.237.032,"2.034.647.455,86",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,VGO : Vigo,230,"155.228,35",2.237.032,"2.034.647.455,86",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,VIT : Vitoria,26.196,"19.817.748,87",2.237.032,"2.034.647.455,86",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,VLC : Valencia,145.744,"90.221.717,16",2.237.032,"2.034.647.455,86",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,VLL : Valladolid,1.896,"1.089.138,53",2.237.032,"2.034.647.455,86",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,XRY : Jerez de la Frontera,5,"861,64",2.237.032,"2.034.647.455,86",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,SVQ : Sevilla,ZAZ : Zaragoza,163,"118.059,03",2.237.032,"2.034.647.455,86",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,ABC : Albacete,,,3.381.039,"4.157.910.142,95",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,ACE : Lanzarote,213.796,"78.258.389,92",3.381.039,"4.157.910.142,95",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,AEI : Algeciras,,,3.381.039,"4.157.910.142,95",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,AGP : Málaga,122.336,"186.610.573,07",3.381.039,"4.157.910.142,95",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,ALC : Alicante,75.700,"151.300.515,60",3.381.039,"4.157.910.142,95",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,BCN : Barcelona-El Prat,313.931,"717.930.836,97",3.381.039,"4.157.910.142,95",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,BIO : Bilbao,109.836,"233.950.187,29",3.381.039,"4.157.910.142,95",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,BJZ : Badajoz,,,3.381.039,"4.157.910.142,95",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,EAS : San Sebastián,,,3.381.039,"4.157.910.142,95",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,FUE : Fuerteventura,167.656,"55.761.390,04",3.381.039,"4.157.910.142,95",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,GMZ : Gomera (La),30.457,"5.961.179,98",3.381.039,"4.157.910.142,95",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,GRO : Girona,,,3.381.039,"4.157.910.142,95",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,GRX : Granada,21.894,"35.453.737,30",3.381.039,"4.157.910.142,95",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,HSK : Huesca,,,3.381.039,"4.157.910.142,95",118,"70.367,01",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,IBZ : Ibiza,1.397,"2.919.021,55",3.381.039,"4.157.910.142,95",1.903.001,"807.181.009,90",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,JCU : Ceuta,,,3.381.039,"4.157.910.142,95",39.118,"2.985.610,92",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,LCG : Coruña (A),,,3.381.039,"4.157.910.142,95",556.216,"410.174.935,53",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,LEI : Almería,,,3.381.039,"4.157.910.142,95",221.418,"123.066.504,15",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,LEN : León,483,"932.618,54",3.381.039,"4.157.910.142,95",28.447,"26.092.762,94",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,LPA : Gran Canaria,489.662,"101.442.170,65",3.381.039,"4.157.910.142,95",3.593.494,"4.263.271.504,96",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,MAD : Madrid-Barajas,905.845,"1.686.845.619,73",3.381.039,"4.157.910.142,95",8.752.037,"8.386.923.719,85",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,MAH : Menorca,,,3.381.039,"4.157.910.142,95",1.064.255,"513.159.808,34",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,MCV : Madrid-Cuatro Vientos,,,3.381.039,"4.157.910.142,95",299,"159.606,92",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,MJV : Murcia,,,3.381.039,"4.157.910.142,95",4,"1.769,41",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,MLN : Melilla,,,3.381.039,"4.157.910.142,95",251.013,"108.059.236,43",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,ODB : Córdoba,,,3.381.039,"4.157.910.142,95",1.530,"1.336.851,23",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,OVD : Asturias,49.370,"98.788.221,19",3.381.039,"4.157.910.142,95",771.801,"723.097.051,36",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,PMI : Palma de Mallorca,17.523,"39.085.673,92",3.381.039,"4.157.910.142,95",4.501.747,"2.407.324.685,98",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,PNA : Pamplona,,,3.381.039,"4.157.910.142,95",106.688,"74.363.578,32",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,QSA : Sabadell,,,3.381.039,"4.157.910.142,95",33,"20.361,66",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,REU : Reus,,,3.381.039,"4.157.910.142,95",1.114,"370.946,27",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,RGS : Burgos,,,3.381.039,"4.157.910.142,95",407,"264.585,88",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,RJL : Logroño,,,3.381.039,"4.157.910.142,95",7.525,"2.574.688,38",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,RMU : Región de Murcia,,,3.381.039,"4.157.910.142,95",57.873,"58.654.257,51",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,SBO : Son Bonet,,,3.381.039,"4.157.910.142,95",13,"4.932,84",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,SCQ : Santiago,61.174,"112.205.738,20",3.381.039,"4.157.910.142,95",1.408.668,"1.508.335.028,59",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,SDR : Santander,10.297,"21.576.633,16",3.381.039,"4.157.910.142,95",277.487,"202.001.963,64",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,SLM : Salamanca,,,3.381.039,"4.157.910.142,95",7.305,"6.238.693,62",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,SPC : Palma (La),364.775,"92.135.281,18",3.381.039,"4.157.910.142,95",631.188,"360.394.499,76",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,SVQ : Sevilla,168.616,"250.092.966,12",3.381.039,"4.157.910.142,95",2.236.848,"2.033.527.720,98",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,TFN : Tenerife-Norte,,,3.381.039,"4.157.910.142,95",3.369.608,"4.129.033.815,56",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,TFS : Tenerife-Sur,172,"25.748,02",3.381.039,"4.157.910.142,95",592.012,"872.619.324,03",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,TOJ : Madrid-Torrejón,,,3.381.039,"4.157.910.142,95",0,"0,00",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,VDE : Hierro (El),123.936,"32.795.887,00",3.381.039,"4.157.910.142,95",159.509,"44.923.018,31",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,VGO : Vigo,20.514,"36.320.641,00",3.381.039,"4.157.910.142,95",504.867,"388.028.582,27",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,VIT : Vitoria,,,3.381.039,"4.157.910.142,95",86.403,"62.189.933,34",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,VLC : Valencia,83.256,"166.010.869,88",3.381.039,"4.157.910.142,95",1.475.979,"979.622.964,43",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,VLL : Valladolid,2.807,"5.318.451,23",3.381.039,"4.157.910.142,95",82.771,"76.097.042,26",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,XRY : Jerez de la Frontera,11.370,"16.164.181,44",3.381.039,"4.157.910.142,95",285.115,"239.080.105,95",48.838.129,"41.757.331.077,90"
2024,TFN : Tenerife-Norte,ZAZ : Zaragoza,14.236,"30.023.609,97",3.381.039,"4.157.910.142,95",129.948,"115.898.364,14",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,ABC : Albacete,,,598.320,"885.244.482,27",48,"23.456,30",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,ACE : Lanzarote,28.868,"11.590.957,50",598.320,"885.244.482,27",1.413.941,"1.494.048.627,62",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,AEI : Algeciras,,,598.320,"885.244.482,27",16.654,"480.845,61",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,AGP : Málaga,20.191,"31.820.464,12",598.320,"885.244.482,27",2.098.974,"1.754.561.223,82",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,ALC : Alicante,,,598.320,"885.244.482,27",1.291.972,"848.442.720,66",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,BCN : Barcelona-El Prat,36.445,"85.223.687,48",598.320,"885.244.482,27",7.142.092,"5.569.423.643,22",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,BIO : Bilbao,17.740,"38.747.928,00",598.320,"885.244.482,27",1.954.995,"1.669.502.181,28",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,BJZ : Badajoz,,,598.320,"885.244.482,27",43.076,"29.414.941,92",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,EAS : San Sebastián,,,598.320,"885.244.482,27",238.891,"142.487.823,81",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,FUE : Fuerteventura,99,"35.748,02",598.320,"885.244.482,27",932.093,"885.942.917,86",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,GMZ : Gomera (La),7,"1.110,17",598.320,"885.244.482,27",60.095,"14.115.551,63",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,GRO : Girona,2,"4.857,33",598.320,"885.244.482,27",2.270,"1.712.199,21",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,GRX : Granada,1,"1.669,85",598.320,"885.244.482,27",537.169,"420.025.112,26",48.838.129,"41.757.331.077,90"
2024,TFS : Tenerife-Sur,HSK : Huesca,,,598.320,"885.244.482,27",118,"70.367,01",48.838.129,"41.757.331.077,90"
